data,label
"Shift 1139 "" 401 , 173 Shift 997 "" 124 t 723 a 270 b 149 l",1
""" 401 , 173 Shift 997 "" 124 t 723 a 270 b 149 l 397 e",1
", 173 Shift 997 "" 124 t 723 a 270 b 149 l 397 e 1381 s",1
"Shift 997 "" 124 t 723 a 270 b 149 l 397 e 1381 s 168 Shift",1
""" 124 t 723 a 270 b 149 l 397 e 1381 s 168 Shift 1714 """,1
"t 723 a 270 b 149 l 397 e 1381 s 168 Shift 1714 "" 766 ]",1
"a 270 b 149 l 397 e 1381 s 168 Shift 1714 "" 766 ] 133 Shift",1
"b 149 l 397 e 1381 s 168 Shift 1714 "" 766 ] 133 Shift 1116 )",1
"l 397 e 1381 s 168 Shift 1714 "" 766 ] 133 Shift 1116 ) 1035 Enter",1
"e 1381 s 168 Shift 1714 "" 766 ] 133 Shift 1116 ) 1035 Enter 441 p",1
"s 168 Shift 1714 "" 766 ] 133 Shift 1116 ) 1035 Enter 441 p 144 r",1
"Shift 1714 "" 766 ] 133 Shift 1116 ) 1035 Enter 441 p 144 r 190 i",1
""" 766 ] 133 Shift 1116 ) 1035 Enter 441 p 144 r 190 i 168 n",1
] 133 Shift 1116 ) 1035 Enter 441 p 144 r 190 i 168 n 1306 t,1
Shift 1116 ) 1035 Enter 441 p 144 r 190 i 168 n 1306 t 210 Shift,1
) 1035 Enter 441 p 144 r 190 i 168 n 1306 t 210 Shift 1439 (,1
Enter 441 p 144 r 190 i 168 n 1306 t 210 Shift 1439 ( 986 w,1
p 144 r 190 i 168 n 1306 t 210 Shift 1439 ( 986 w 215 e,1
r 190 i 168 n 1306 t 210 Shift 1439 ( 986 w 215 e 409 i,1
i 168 n 1306 t 210 Shift 1439 ( 986 w 215 e 409 i 200 g,1
n 1306 t 210 Shift 1439 ( 986 w 215 e 409 i 200 g 278 h,1
t 210 Shift 1439 ( 986 w 215 e 409 i 200 g 278 h 1611 t,1
Shift 1439 ( 986 w 215 e 409 i 200 g 278 h 1611 t 1516 /,1
( 986 w 215 e 409 i 200 g 278 h 1611 t 1516 / 233 Shift,1
w 215 e 409 i 200 g 278 h 1611 t 1516 / 233 Shift 1279 (,1
e 409 i 200 g 278 h 1611 t 1516 / 233 Shift 1279 ( 167 h,1
i 200 g 278 h 1611 t 1516 / 233 Shift 1279 ( 167 h 565 e,1
g 278 h 1611 t 1516 / 233 Shift 1279 ( 167 h 565 e 292 i,1
h 1611 t 1516 / 233 Shift 1279 ( 167 h 565 e 292 i 981 g,1
t 1516 / 233 Shift 1279 ( 167 h 565 e 292 i 981 g 269 h,1
/ 233 Shift 1279 ( 167 h 565 e 292 i 981 g 269 h 3211 t,1
Shift 1279 ( 167 h 565 e 292 i 981 g 269 h 3211 t 172 Shift,1
( 167 h 565 e 292 i 981 g 269 h 3211 t 172 Shift 2220 *,1
h 565 e 292 i 981 g 269 h 3211 t 172 Shift 2220 * 266 h,1
e 292 i 981 g 269 h 3211 t 172 Shift 2220 * 266 h 522 e,1
i 981 g 269 h 3211 t 172 Shift 2220 * 266 h 522 e 581 i,1
g 269 h 3211 t 172 Shift 2220 * 266 h 522 e 581 i 586 g,1
h 3211 t 172 Shift 2220 * 266 h 522 e 581 i 586 g 181 h,1
t 172 Shift 2220 * 266 h 522 e 581 i 586 g 181 h 1219 t,1
Shift 2220 * 266 h 522 e 581 i 586 g 181 h 1219 t 245 Shift,1
* 266 h 522 e 581 i 586 g 181 h 1219 t 245 Shift 180 ),1
h 522 e 581 i 586 g 181 h 1219 t 245 Shift 180 ) 636 ),1
e 581 i 586 g 181 h 1219 t 245 Shift 180 ) 636 ) 736 Enter,1
i 586 g 181 h 1219 t 245 Shift 180 ) 636 ) 736 Enter 286 p,1
g 181 h 1219 t 245 Shift 180 ) 636 ) 736 Enter 286 p 106 r,1
h 1219 t 245 Shift 180 ) 636 ) 736 Enter 286 p 106 r 171 i,1
t 245 Shift 180 ) 636 ) 736 Enter 286 p 106 r 171 i 178 n,1
Shift 180 ) 636 ) 736 Enter 286 p 106 r 171 i 178 n 1101 t,1
) 636 ) 736 Enter 286 p 106 r 171 i 178 n 1101 t 361 Shift,1
) 736 Enter 286 p 106 r 171 i 178 n 1101 t 361 Shift 937 (,1
Enter 286 p 106 r 171 i 178 n 1101 t 361 Shift 937 ( 194 x,1
p 106 r 171 i 178 n 1101 t 361 Shift 937 ( 194 x 1558 SPACE,1
r 171 i 178 n 1101 t 361 Shift 937 ( 194 x 1558 SPACE 190 i,1
i 178 n 1101 t 361 Shift 937 ( 194 x 1558 SPACE 190 i 217 f,1
n 1101 t 361 Shift 937 ( 194 x 1558 SPACE 190 i 217 f 1041 SPACE,1
t 361 Shift 937 ( 194 x 1558 SPACE 190 i 217 f 1041 SPACE 2207 x,1
Shift 937 ( 194 x 1558 SPACE 190 i 217 f 1041 SPACE 2207 x 1006 SPACE,1
( 194 x 1558 SPACE 190 i 217 f 1041 SPACE 2207 x 1006 SPACE 261 Shift,1
x 1558 SPACE 190 i 217 f 1041 SPACE 2207 x 1006 SPACE 261 Shift 773 >,1
SPACE 190 i 217 f 1041 SPACE 2207 x 1006 SPACE 261 Shift 773 > 393 Shift,1
i 217 f 1041 SPACE 2207 x 1006 SPACE 261 Shift 773 > 393 Shift 2396 =,1
f 1041 SPACE 2207 x 1006 SPACE 261 Shift 773 > 393 Shift 2396 = 196 y,1
SPACE 2207 x 1006 SPACE 261 Shift 773 > 393 Shift 2396 = 196 y 866 SPACE,1
x 1006 SPACE 261 Shift 773 > 393 Shift 2396 = 196 y 866 SPACE 153 e,1
SPACE 261 Shift 773 > 393 Shift 2396 = 196 y 866 SPACE 153 e 171 l,1
Shift 773 > 393 Shift 2396 = 196 y 866 SPACE 153 e 171 l 186 s,1
> 393 Shift 2396 = 196 y 866 SPACE 153 e 171 l 186 s 235 e,1
Shift 2396 = 196 y 866 SPACE 153 e 171 l 186 s 235 e 972 SPACE,1
= 196 y 866 SPACE 153 e 171 l 186 s 235 e 972 SPACE 1640 y,1
y 866 SPACE 153 e 171 l 186 s 235 e 972 SPACE 1640 y 172 Shift,1
SPACE 153 e 171 l 186 s 235 e 972 SPACE 1640 y 172 Shift 601 ),1
e 171 l 186 s 235 e 972 SPACE 1640 y 172 Shift 601 ) 716 Enter,1
l 186 s 235 e 972 SPACE 1640 y 172 Shift 601 ) 716 Enter 405 p,1
s 235 e 972 SPACE 1640 y 172 Shift 601 ) 716 Enter 405 p 156 r,1
e 972 SPACE 1640 y 172 Shift 601 ) 716 Enter 405 p 156 r 238 i,1
SPACE 1640 y 172 Shift 601 ) 716 Enter 405 p 156 r 238 i 470 n,1
y 172 Shift 601 ) 716 Enter 405 p 156 r 238 i 470 n 702 t,1
Shift 601 ) 716 Enter 405 p 156 r 238 i 470 n 702 t 208 Shift,1
) 716 Enter 405 p 156 r 238 i 470 n 702 t 208 Shift 593 (,1
Enter 405 p 156 r 238 i 470 n 702 t 208 Shift 593 ( 1253 s,1
p 156 r 238 i 470 n 702 t 208 Shift 593 ( 1253 s 603 [,1
r 238 i 470 n 702 t 208 Shift 593 ( 1253 s 603 [ 532 0,1
i 470 n 702 t 208 Shift 593 ( 1253 s 603 [ 532 0 1553 ],1
n 702 t 208 Shift 593 ( 1253 s 603 [ 532 0 1553 ] 689 .,1
t 208 Shift 593 ( 1253 s 603 [ 532 0 1553 ] 689 . 601 u,1
Shift 593 ( 1253 s 603 [ 532 0 1553 ] 689 . 601 u 201 p,1
( 1253 s 603 [ 532 0 1553 ] 689 . 601 u 201 p 208 p,1
s 603 [ 532 0 1553 ] 689 . 601 u 201 p 208 p 272 e,1
[ 532 0 1553 ] 689 . 601 u 201 p 208 p 272 e 670 r,1
0 1553 ] 689 . 601 u 201 p 208 p 272 e 670 r 165 Shift,1
] 689 . 601 u 201 p 208 p 272 e 670 r 165 Shift 124 (,1
. 601 u 201 p 208 p 272 e 670 r 165 Shift 124 ( 1734 ),1
u 201 p 208 p 272 e 670 r 165 Shift 124 ( 1734 ) 677 SPACE,1
p 208 p 272 e 670 r 165 Shift 124 ( 1734 ) 677 SPACE 221 f,1
p 272 e 670 r 165 Shift 124 ( 1734 ) 677 SPACE 221 f 284 o,1
e 670 r 165 Shift 124 ( 1734 ) 677 SPACE 221 f 284 o 232 r,1
r 165 Shift 124 ( 1734 ) 677 SPACE 221 f 284 o 232 r 326 SPACE,1
Shift 124 ( 1734 ) 677 SPACE 221 f 284 o 232 r 326 SPACE 229 s,1
( 1734 ) 677 SPACE 221 f 284 o 232 r 326 SPACE 229 s 196 i,1
) 677 SPACE 221 f 284 o 232 r 326 SPACE 229 s 196 i 267 SPACE,1
SPACE 221 f 284 o 232 r 326 SPACE 229 s 196 i 267 SPACE 189 i,1
f 284 o 232 r 326 SPACE 229 s 196 i 267 SPACE 189 i 222 n,1
o 232 r 326 SPACE 229 s 196 i 267 SPACE 189 i 222 n 1304 SPACE,1
r 326 SPACE 229 s 196 i 267 SPACE 189 i 222 n 1304 SPACE 573 Backspace,1
SPACE 229 s 196 i 267 SPACE 189 i 222 n 1304 SPACE 573 Backspace 241 Shift,1
"s 196 i 267 SPACE 189 i 222 n 1304 SPACE 573 Backspace 241 Shift 872 """,1
"i 267 SPACE 189 i 222 n 1304 SPACE 573 Backspace 241 Shift 872 "" 896 a",1
"SPACE 189 i 222 n 1304 SPACE 573 Backspace 241 Shift 872 "" 896 a 258 b",1
"i 222 n 1304 SPACE 573 Backspace 241 Shift 872 "" 896 a 258 b 487 c",1
"n 1304 SPACE 573 Backspace 241 Shift 872 "" 896 a 258 b 487 c 286 d",1
"SPACE 573 Backspace 241 Shift 872 "" 896 a 258 b 487 c 286 d 290 e",1
"Backspace 241 Shift 872 "" 896 a 258 b 487 c 286 d 290 e 829 f",1
"Shift 872 "" 896 a 258 b 487 c 286 d 290 e 829 f 539 g",1
""" 896 a 258 b 487 c 286 d 290 e 829 f 539 g 269 Shift",1
"a 258 b 487 c 286 d 290 e 829 f 539 g 269 Shift 699 """,1
"b 487 c 286 d 290 e 829 f 539 g 269 Shift 699 "" 216 Shift",1
"c 286 d 290 e 829 f 539 g 269 Shift 699 "" 216 Shift 6291 )",1
"d 290 e 829 f 539 g 269 Shift 699 "" 216 Shift 6291 ) 1006 ArrowLeft",1
r 300 i 117 n 440 t 545 Shift 104 ( 702 ) 504 ArrowLeft 134 m,2
i 117 n 440 t 545 Shift 104 ( 702 ) 504 ArrowLeft 134 m 480 a,2
n 440 t 545 Shift 104 ( 702 ) 504 ArrowLeft 134 m 480 a 139 t,2
t 545 Shift 104 ( 702 ) 504 ArrowLeft 134 m 480 a 139 t 881 h,2
Shift 104 ( 702 ) 504 ArrowLeft 134 m 480 a 139 t 881 h 670 .,2
( 702 ) 504 ArrowLeft 134 m 480 a 139 t 881 h 670 . 225 s,2
) 504 ArrowLeft 134 m 480 a 139 t 881 h 670 . 225 s 470 i,2
ArrowLeft 134 m 480 a 139 t 881 h 670 . 225 s 470 i 455 n,2
m 480 a 139 t 881 h 670 . 225 s 470 i 455 n 844 Shift,2
a 139 t 881 h 670 . 225 s 470 i 455 n 844 Shift 109 (,2
t 881 h 670 . 225 s 470 i 455 n 844 Shift 109 ( 681 ),2
h 670 . 225 s 470 i 455 n 844 Shift 109 ( 681 ) 412 ArrowLeft,2
. 225 s 470 i 455 n 844 Shift 109 ( 681 ) 412 ArrowLeft 106 m,2
s 470 i 455 n 844 Shift 109 ( 681 ) 412 ArrowLeft 106 m 428 a,2
i 455 n 844 Shift 109 ( 681 ) 412 ArrowLeft 106 m 428 a 152 t,2
n 844 Shift 109 ( 681 ) 412 ArrowLeft 106 m 428 a 152 t 956 h,2
Shift 109 ( 681 ) 412 ArrowLeft 106 m 428 a 152 t 956 h 354 .,2
( 681 ) 412 ArrowLeft 106 m 428 a 152 t 956 h 354 . 144 p,2
) 412 ArrowLeft 106 m 428 a 152 t 956 h 354 . 144 p 594 i,2
ArrowLeft 106 m 428 a 152 t 956 h 354 . 144 p 594 i 649 /,2
m 428 a 152 t 956 h 354 . 144 p 594 i 649 / 168 2,2
a 152 t 956 h 354 . 144 p 594 i 649 / 168 2 552 ArrowRight,2
t 956 h 354 . 144 p 594 i 649 / 168 2 552 ArrowRight 548 ArrowRight,2
h 354 . 144 p 594 i 649 / 168 2 552 ArrowRight 548 ArrowRight 680 Enter,2
. 144 p 594 i 649 / 168 2 552 ArrowRight 548 ArrowRight 680 Enter 250 p,2
p 594 i 649 / 168 2 552 ArrowRight 548 ArrowRight 680 Enter 250 p 197 e,2
i 649 / 168 2 552 ArrowRight 548 ArrowRight 680 Enter 250 p 197 e 380 i,2
/ 168 2 552 ArrowRight 548 ArrowRight 680 Enter 250 p 197 e 380 i 102 n,2
2 552 ArrowRight 548 ArrowRight 680 Enter 250 p 197 e 380 i 102 n 457 t,2
ArrowRight 548 ArrowRight 680 Enter 250 p 197 e 380 i 102 n 457 t 456 Shift,2
ArrowRight 680 Enter 250 p 197 e 380 i 102 n 457 t 456 Shift 198 Backspace,2
Enter 250 p 197 e 380 i 102 n 457 t 456 Shift 198 Backspace 182 Backspace,2
p 197 e 380 i 102 n 457 t 456 Shift 198 Backspace 182 Backspace 185 Backspace,2
e 380 i 102 n 457 t 456 Shift 198 Backspace 182 Backspace 185 Backspace 602 Backspace,2
i 102 n 457 t 456 Shift 198 Backspace 182 Backspace 185 Backspace 602 Backspace 395 r,2
n 457 t 456 Shift 198 Backspace 182 Backspace 185 Backspace 602 Backspace 395 r 349 i,2
t 456 Shift 198 Backspace 182 Backspace 185 Backspace 602 Backspace 395 r 349 i 77 n,2
Shift 198 Backspace 182 Backspace 185 Backspace 602 Backspace 395 r 349 i 77 n 387 t,2
Backspace 182 Backspace 185 Backspace 602 Backspace 395 r 349 i 77 n 387 t 342 Shift,2
Backspace 185 Backspace 602 Backspace 395 r 349 i 77 n 387 t 342 Shift 1348 (,2
Backspace 602 Backspace 395 r 349 i 77 n 387 t 342 Shift 1348 ( 421 [,2
Backspace 395 r 349 i 77 n 387 t 342 Shift 1348 ( 421 [ 445 Shift,2
"r 349 i 77 n 387 t 342 Shift 1348 ( 421 [ 445 Shift 901 """,2
"i 77 n 387 t 342 Shift 1348 ( 421 [ 445 Shift 901 "" 284 o",2
"n 387 t 342 Shift 1348 ( 421 [ 445 Shift 901 "" 284 o 132 r",2
"t 342 Shift 1348 ( 421 [ 445 Shift 901 "" 284 o 132 r 410 a",2
"Shift 1348 ( 421 [ 445 Shift 901 "" 284 o 132 r 410 a 183 n",2
"( 421 [ 445 Shift 901 "" 284 o 132 r 410 a 183 n 124 g",2
"[ 445 Shift 901 "" 284 o 132 r 410 a 183 n 124 g 251 e",2
"Shift 901 "" 284 o 132 r 410 a 183 n 124 g 251 e 935 s",2
""" 284 o 132 r 410 a 183 n 124 g 251 e 935 s 389 Shift",2
"o 132 r 410 a 183 n 124 g 251 e 935 s 389 Shift 724 """,2
"r 410 a 183 n 124 g 251 e 935 s 389 Shift 724 "" 96 ,",2
"a 183 n 124 g 251 e 935 s 389 Shift 724 "" 96 , 459 SPACE",2
"n 124 g 251 e 935 s 389 Shift 724 "" 96 , 459 SPACE 621 Shift",2
"g 251 e 935 s 389 Shift 724 "" 96 , 459 SPACE 621 Shift 1559 """,2
"e 935 s 389 Shift 724 "" 96 , 459 SPACE 621 Shift 1559 "" 83 t",2
"s 389 Shift 724 "" 96 , 459 SPACE 621 Shift 1559 "" 83 t 552 a",2
"Shift 724 "" 96 , 459 SPACE 621 Shift 1559 "" 83 t 552 a 476 b",2
""" 96 , 459 SPACE 621 Shift 1559 "" 83 t 552 a 476 b 1058 l",2
", 459 SPACE 621 Shift 1559 "" 83 t 552 a 476 b 1058 l 145 e",2
"SPACE 621 Shift 1559 "" 83 t 552 a 476 b 1058 l 145 e 734 s",2
"Shift 1559 "" 83 t 552 a 476 b 1058 l 145 e 734 s 553 Shift",2
""" 83 t 552 a 476 b 1058 l 145 e 734 s 553 Shift 2966 """,2
"t 552 a 476 b 1058 l 145 e 734 s 553 Shift 2966 "" 661 ]",2
"a 476 b 1058 l 145 e 734 s 553 Shift 2966 "" 661 ] 616 Shift",2
"b 1058 l 145 e 734 s 553 Shift 2966 "" 661 ] 616 Shift 1113 )",2
"l 145 e 734 s 553 Shift 2966 "" 661 ] 616 Shift 1113 ) 740 Enter",2
"e 734 s 553 Shift 2966 "" 661 ] 616 Shift 1113 ) 740 Enter 98 p",2
"s 553 Shift 2966 "" 661 ] 616 Shift 1113 ) 740 Enter 98 p 472 r",2
"Shift 2966 "" 661 ] 616 Shift 1113 ) 740 Enter 98 p 472 r 231 i",2
""" 661 ] 616 Shift 1113 ) 740 Enter 98 p 472 r 231 i 151 n",2
] 616 Shift 1113 ) 740 Enter 98 p 472 r 231 i 151 n 388 t,2
Shift 1113 ) 740 Enter 98 p 472 r 231 i 151 n 388 t 777 Shift,2
) 740 Enter 98 p 472 r 231 i 151 n 388 t 777 Shift 104 (,2
Enter 98 p 472 r 231 i 151 n 388 t 777 Shift 104 ( 635 ),2
p 472 r 231 i 151 n 388 t 777 Shift 104 ( 635 ) 439 ArrowLeft,2
r 231 i 151 n 388 t 777 Shift 104 ( 635 ) 439 ArrowLeft 128 w,2
i 151 n 388 t 777 Shift 104 ( 635 ) 439 ArrowLeft 128 w 281 e,2
n 388 t 777 Shift 104 ( 635 ) 439 ArrowLeft 128 w 281 e 301 i,2
t 777 Shift 104 ( 635 ) 439 ArrowLeft 128 w 281 e 301 i 349 g,2
Shift 104 ( 635 ) 439 ArrowLeft 128 w 281 e 301 i 349 g 99 h,2
( 635 ) 439 ArrowLeft 128 w 281 e 301 i 349 g 99 h 278 t,2
) 439 ArrowLeft 128 w 281 e 301 i 349 g 99 h 278 t 965 SPACE,2
ArrowLeft 128 w 281 e 301 i 349 g 99 h 278 t 965 SPACE 99 /,2
w 281 e 301 i 349 g 99 h 278 t 965 SPACE 99 / 1242 SPACE,2
e 301 i 349 g 99 h 278 t 965 SPACE 99 / 1242 SPACE 154 h,2
i 349 g 99 h 278 t 965 SPACE 99 / 1242 SPACE 154 h 305 e,2
g 99 h 278 t 965 SPACE 99 / 1242 SPACE 154 h 305 e 427 i,2
h 278 t 965 SPACE 99 / 1242 SPACE 154 h 305 e 427 i 416 g,2
t 965 SPACE 99 / 1242 SPACE 154 h 305 e 427 i 416 g 270 h,2
SPACE 99 / 1242 SPACE 154 h 305 e 427 i 416 g 270 h 781 t,2
/ 1242 SPACE 154 h 305 e 427 i 416 g 270 h 781 t 336 SPACE,2
SPACE 154 h 305 e 427 i 416 g 270 h 781 t 336 SPACE 241 Shift,2
h 305 e 427 i 416 g 270 h 781 t 336 SPACE 241 Shift 163 *,2
e 427 i 416 g 270 h 781 t 336 SPACE 241 Shift 163 * 963 SPACE,2
i 416 g 270 h 781 t 336 SPACE 241 Shift 163 * 963 SPACE 111 h,2
g 270 h 781 t 336 SPACE 241 Shift 163 * 963 SPACE 111 h 243 e,2
h 781 t 336 SPACE 241 Shift 163 * 963 SPACE 111 h 243 e 226 i,2
t 336 SPACE 241 Shift 163 * 963 SPACE 111 h 243 e 226 i 374 g,2
SPACE 241 Shift 163 * 963 SPACE 111 h 243 e 226 i 374 g 125 h,2
Shift 163 * 963 SPACE 111 h 243 e 226 i 374 g 125 h 547 t,2
* 963 SPACE 111 h 243 e 226 i 374 g 125 h 547 t 1090 ArrowRight,2
SPACE 111 h 243 e 226 i 374 g 125 h 547 t 1090 ArrowRight 776 Shift,2
h 243 e 226 i 374 g 125 h 547 t 1090 ArrowRight 776 Shift 5757 ),2
e 226 i 374 g 125 h 547 t 1090 ArrowRight 776 Shift 5757 ) 705 Shift,2
i 374 g 125 h 547 t 1090 ArrowRight 776 Shift 5757 ) 705 Shift 881 (,2
g 125 h 547 t 1090 ArrowRight 776 Shift 5757 ) 705 Shift 881 ( 258 ArrowRight,2
r 92 i 56 n 274 t 49 Shift 88 ( 651 ) 510 ArrowLeft 265 m,2
i 56 n 274 t 49 Shift 88 ( 651 ) 510 ArrowLeft 265 m 267 a,2
n 274 t 49 Shift 88 ( 651 ) 510 ArrowLeft 265 m 267 a 118 t,2
t 49 Shift 88 ( 651 ) 510 ArrowLeft 265 m 267 a 118 t 511 h,2
Shift 88 ( 651 ) 510 ArrowLeft 265 m 267 a 118 t 511 h 184 .,2
( 651 ) 510 ArrowLeft 265 m 267 a 118 t 511 h 184 . 192 s,2
) 510 ArrowLeft 265 m 267 a 118 t 511 h 184 . 192 s 171 i,2
ArrowLeft 265 m 267 a 118 t 511 h 184 . 192 s 171 i 412 n,2
m 267 a 118 t 511 h 184 . 192 s 171 i 412 n 105 Shift,2
a 118 t 511 h 184 . 192 s 171 i 412 n 105 Shift 80 (,2
t 511 h 184 . 192 s 171 i 412 n 105 Shift 80 ( 389 ),2
h 184 . 192 s 171 i 412 n 105 Shift 80 ( 389 ) 537 ArrowLeft,2
. 192 s 171 i 412 n 105 Shift 80 ( 389 ) 537 ArrowLeft 404 a,2
s 171 i 412 n 105 Shift 80 ( 389 ) 537 ArrowLeft 404 a 284 Backspace,2
i 412 n 105 Shift 80 ( 389 ) 537 ArrowLeft 404 a 284 Backspace 91 m,2
n 105 Shift 80 ( 389 ) 537 ArrowLeft 404 a 284 Backspace 91 m 277 a,2
Shift 80 ( 389 ) 537 ArrowLeft 404 a 284 Backspace 91 m 277 a 165 t,2
( 389 ) 537 ArrowLeft 404 a 284 Backspace 91 m 277 a 165 t 857 h,2
) 537 ArrowLeft 404 a 284 Backspace 91 m 277 a 165 t 857 h 440 .,2
ArrowLeft 404 a 284 Backspace 91 m 277 a 165 t 857 h 440 . 717 p,2
a 284 Backspace 91 m 277 a 165 t 857 h 440 . 717 p 852 i,2
Backspace 91 m 277 a 165 t 857 h 440 . 717 p 852 i 372 /,2
m 277 a 165 t 857 h 440 . 717 p 852 i 372 / 119 2,2
a 165 t 857 h 440 . 717 p 852 i 372 / 119 2 565 ArrowRight,2
t 857 h 440 . 717 p 852 i 372 / 119 2 565 ArrowRight 248 ArrowRight,2
h 440 . 717 p 852 i 372 / 119 2 565 ArrowRight 248 ArrowRight 479 Enter,2
. 717 p 852 i 372 / 119 2 565 ArrowRight 248 ArrowRight 479 Enter 222 p,2
p 852 i 372 / 119 2 565 ArrowRight 248 ArrowRight 479 Enter 222 p 72 r,2
i 372 / 119 2 565 ArrowRight 248 ArrowRight 479 Enter 222 p 72 r 64 i,2
/ 119 2 565 ArrowRight 248 ArrowRight 479 Enter 222 p 72 r 64 i 84 n,2
2 565 ArrowRight 248 ArrowRight 479 Enter 222 p 72 r 64 i 84 n 307 t,2
ArrowRight 248 ArrowRight 479 Enter 222 p 72 r 64 i 84 n 307 t 8 Shift,2
ArrowRight 479 Enter 222 p 72 r 64 i 84 n 307 t 8 Shift 76 (,2
Enter 222 p 72 r 64 i 84 n 307 t 8 Shift 76 ( 499 ),2
p 72 r 64 i 84 n 307 t 8 Shift 76 ( 499 ) 640 ArrowLeft,2
r 64 i 84 n 307 t 8 Shift 76 ( 499 ) 640 ArrowLeft 80 [,2
i 84 n 307 t 8 Shift 76 ( 499 ) 640 ArrowLeft 80 [ 356 ],2
n 307 t 8 Shift 76 ( 499 ) 640 ArrowLeft 80 [ 356 ] 525 ArrowLeft,2
t 8 Shift 76 ( 499 ) 640 ArrowLeft 80 [ 356 ] 525 ArrowLeft 332 Shift,2
"Shift 76 ( 499 ) 640 ArrowLeft 80 [ 356 ] 525 ArrowLeft 332 Shift 120 """,2
"( 499 ) 640 ArrowLeft 80 [ 356 ] 525 ArrowLeft 332 Shift 120 "" 525 """,2
") 640 ArrowLeft 80 [ 356 ] 525 ArrowLeft 332 Shift 120 "" 525 "" 697 ArrowLeft",2
"ArrowLeft 80 [ 356 ] 525 ArrowLeft 332 Shift 120 "" 525 "" 697 ArrowLeft 197 o",2
"[ 356 ] 525 ArrowLeft 332 Shift 120 "" 525 "" 697 ArrowLeft 197 o 96 r",2
"] 525 ArrowLeft 332 Shift 120 "" 525 "" 697 ArrowLeft 197 o 96 r 171 a",2
"ArrowLeft 332 Shift 120 "" 525 "" 697 ArrowLeft 197 o 96 r 171 a 426 n",2
"Shift 120 "" 525 "" 697 ArrowLeft 197 o 96 r 171 a 426 n 90 g",2
""" 525 "" 697 ArrowLeft 197 o 96 r 171 a 426 n 90 g 234 e",2
""" 697 ArrowLeft 197 o 96 r 171 a 426 n 90 g 234 e 380 s",2
ArrowLeft 197 o 96 r 171 a 426 n 90 g 234 e 380 s 168 ArrowRight,2
o 96 r 171 a 426 n 90 g 234 e 380 s 168 ArrowRight 352 ArrowRight,2
r 171 a 426 n 90 g 234 e 380 s 168 ArrowRight 352 ArrowRight 829 ArrowLeft,2
"a 426 n 90 g 234 e 380 s 168 ArrowRight 352 ArrowRight 829 ArrowLeft 92 ,",2
"n 90 g 234 e 380 s 168 ArrowRight 352 ArrowRight 829 ArrowLeft 92 , 455 SPACE",2
"g 234 e 380 s 168 ArrowRight 352 ArrowRight 829 ArrowLeft 92 , 455 SPACE 285 Shift",2
"e 380 s 168 ArrowRight 352 ArrowRight 829 ArrowLeft 92 , 455 SPACE 285 Shift 120 """,2
"s 168 ArrowRight 352 ArrowRight 829 ArrowLeft 92 , 455 SPACE 285 Shift 120 "" 579 """,2
"ArrowRight 352 ArrowRight 829 ArrowLeft 92 , 455 SPACE 285 Shift 120 "" 579 "" 855 ArrowLeft",2
"ArrowRight 829 ArrowLeft 92 , 455 SPACE 285 Shift 120 "" 579 "" 855 ArrowLeft 32 t",2
"ArrowLeft 92 , 455 SPACE 285 Shift 120 "" 579 "" 855 ArrowLeft 32 t 293 a",2
", 455 SPACE 285 Shift 120 "" 579 "" 855 ArrowLeft 32 t 293 a 399 b",2
"SPACE 285 Shift 120 "" 579 "" 855 ArrowLeft 32 t 293 a 399 b 411 l",2
"Shift 120 "" 579 "" 855 ArrowLeft 32 t 293 a 399 b 411 l 332 e",2
""" 579 "" 855 ArrowLeft 32 t 293 a 399 b 411 l 332 e 550 s",2
""" 855 ArrowLeft 32 t 293 a 399 b 411 l 332 e 550 s 166 ArrowRight",2
ArrowLeft 32 t 293 a 399 b 411 l 332 e 550 s 166 ArrowRight 116 ArrowRight,2
t 293 a 399 b 411 l 332 e 550 s 166 ArrowRight 116 ArrowRight 335 ArrowRight,2
a 399 b 411 l 332 e 550 s 166 ArrowRight 116 ArrowRight 335 ArrowRight 587 Enter,2
b 411 l 332 e 550 s 166 ArrowRight 116 ArrowRight 335 ArrowRight 587 Enter 233 p,2
l 332 e 550 s 166 ArrowRight 116 ArrowRight 335 ArrowRight 587 Enter 233 p 48 r,2
e 550 s 166 ArrowRight 116 ArrowRight 335 ArrowRight 587 Enter 233 p 48 r 64 i,2
s 166 ArrowRight 116 ArrowRight 335 ArrowRight 587 Enter 233 p 48 r 64 i 100 n,2
ArrowRight 116 ArrowRight 335 ArrowRight 587 Enter 233 p 48 r 64 i 100 n 278 t,2
ArrowRight 335 ArrowRight 587 Enter 233 p 48 r 64 i 100 n 278 t 33 Shift,2
ArrowRight 587 Enter 233 p 48 r 64 i 100 n 278 t 33 Shift 40 (,2
Enter 233 p 48 r 64 i 100 n 278 t 33 Shift 40 ( 542 ),2
p 48 r 64 i 100 n 278 t 33 Shift 40 ( 542 ) 856 ArrowLeft,2
r 64 i 100 n 278 t 33 Shift 40 ( 542 ) 856 ArrowLeft 132 w,2
i 100 n 278 t 33 Shift 40 ( 542 ) 856 ArrowLeft 132 w 356 e,2
n 278 t 33 Shift 40 ( 542 ) 856 ArrowLeft 132 w 356 e 418 i,2
t 33 Shift 40 ( 542 ) 856 ArrowLeft 132 w 356 e 418 i 142 g,2
Shift 40 ( 542 ) 856 ArrowLeft 132 w 356 e 418 i 142 g 55 h,2
